video_id,title,rating_view,rating_comments,rating_good,published_date,description
u0F2MY4nvyE,"&#39;손에 넣기를, 행운을 빕니다&#39;...외신도 놀란 &#39;K라면&#39; 돌풍 [지금이뉴스] / YTN",120938,398,1008,2024-04-22T04:14:07Z,뉴욕타임스(NYT)가 '까르보불닭볶음면'이 품절 대란을 일으키고 있다고 소개했다. 19일(현지 시각) NYT는 '까르보불닭볶음면을 손에 ...
mXgO-df0dws,불닭볶음면의 위상,1092802,457,19895,2024-04-30T07:00:31Z,
q70vUAeGG4w,너무 좋아서 눈물까지..! K-라면 미국에서 이정도라고?,27191,37,203,2024-04-25T01:18:58Z,"선물을 뜯어보는 아이, 좋아서 눈물 흘리는데... 선물의 정체는... 까르보 불닭?! 뉴욕타임즈 ""당신이 까르보불닭을 구하길... 행운을 빌어 ..."
y4LmGzkM3Ac,뉴욕타임즈도 인정했다…美서 품절 &#39;대란&#39;/[+PICK]/한국경제TV뉴스,156296,476,2024,2024-04-22T04:47:02Z,불닭볶음면 #까르보불닭 #삼양식품 △대한민국의 경제를 보세요! △구독과 좋아요 그리고 알람설정하세요! #한국경제TV뉴스 #뉴스 ...
uDZGlaRZS4E,"미국 휩쓴 한국 음식…품절대란 까르보불닭에, 구글 본사 스낵바 점령한 꼬북칩까지 / 14F",96851,168,1317,2024-04-25T11:00:48Z,한 외국인 소녀가 종이 가방에 들어있는 선물을 보고 털썩 주저앉습니다. 곧바로 눈물까지 글썽이는데요. 소녀를 감동받게 한 이것!
VdFKapIFa6A,3년 만에 먹는 4가디 불닭….,1196164,152,35487,2024-04-17T07:01:54Z,
kyCMTLyc42o,&quot;불닭볶음면 너무 무섭다&quot;…한국 매운맛에 &#39;응급실행&#39; #소셜픽 / JTBC 아침&amp;,31110,164,259,2024-04-30T23:56:12Z,한국의 매운 라면으로 유명해진 불닭볶음면 때문에 응급실에 간 사람이 있어 화제입니다. 한 틱톡커가 지난달 올린 영상은 벌써 1700 ...
2XbeElMBjRo,동생이랑 불닭 나눠먹는법,222371,84,11668,2024-04-13T11:00:02Z,shorts #불닭볶음면 #동생 #먹방 #buldak #spicynoodles #brother #littlebrother #spicy #mukbang instagram: yeongmin0917 ...
dpqe0VNrxyE,꽁꽁 얼어붙은 불닭볶음면 튀김 Buldak Fries,2954884,870,145655,2024-04-29T23:28:52Z,불닭볶음면 #튀김 #buldak #ramen #spicynoodles #fries #fyp #viral.
-FHe1QyGWmU,왜 한국때문에 이렇게까지 하는걸까요? 현재 미국 전역에서 벌어지고있는 특이한 현상들,152792,207,4125,2024-04-27T12:07:23Z,해외반응 여러분의 '좋아요'와 '구독'은 영상제작에 큰 힘이 됩니다. 시청해주셔서 감사합니다. '알람 설정'을 하시면 영상 업로드시 ...
YJyF0W1ac18,맵찔이의 불닭 도전기🔥 불닭이랑 가장 어울리는 조합을 찾아라!!,117162,66,3804,2024-04-24T09:39:11Z,ㅡDDO HO⭐ ♬HO INSTAGRAM | https://www.instagram.com/ddo.ho ㅡ ddo_ho@sandboxnetwork.net ㅡ #불닭 #불닭볶음면 ...
Z64Rnb_ct88,미국 SNS 휩쓴 매운맛…NYT ‘까르보불닭’ 인기 조명 [잇슈 SNS] / KBS  2024.04.23.,9210,13,83,2024-04-22T22:50:00Z,전 세계 소셜미디어와 변화무쌍한 인터넷 세상에서 어떤 이슈와 영상들이 주목을 받았을까요? 첫 번째는 온라인에서 입소문을 타고 ...
aAST_ujbtvk,SUB)까르보불닭볶음면에 대왕 킬바사 소세지 먹방! 편의점 꿀조합 리얼사운드 Carbo Buldak &amp; Sausage Mukbang Asmr,1871799,451,27156,2024-04-04T11:00:01Z,"각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너, CONTENTSFLY에서 제작 ..."
W7AhikxNd2w,먹방유튜버 모셨습니다. 불닭볶음면+노랑통닭 먹방!,224955,194,2245,2024-04-11T09:00:19Z,INOLABEL: https://www.youtube.com/@INO_LABEL AfreecaTV : http://www.afreecatv.com/pookygamja Instagram ...
vo9hThwx5FA,이 불닭은 무슨 불닭?! 불닭볶음면 종류 맞히기!🔥🌶️,1607960,152,33629,2024-04-19T10:01:00Z,shorts #크루코믹스 #우주선스튜디오 #viral #fyp #쇼츠 #우주선 #스튜디오 #crew #릴스 #reels #챌린지 #challenge #추천 #ㅋ #fyp ...
4GpIvwDhAHk,얼마나 먹어보고 싶었으면.. &#39;불닭볶음면 까르보나라&#39; 선물에 울움 터진 미국 소녀,22566,86,1177,2024-04-27T08:00:03Z,[참조] - 뉴욕타임즈 : https://www.nytimes.com/2024/04/19/dining/buldak-carbonara-ramen-tiktok.html #해외반응 #한류 #불닭볶음면 ...
CmuJGxpA74o,개강 후 혼밥러 - 마라 불닭 납작당면 &amp; 초코우유 편,1545837,821,24450,2024-04-24T09:00:08Z,오늘도 시청해주셔서 감사드립니다!♥ [총몇명 스튜디오] 총감독 : 총몇명 / 부감독 : 즁즁 / 제작진행 : 스노유진 / 스토리보드 : 호빵 / 원 ...
k2aM_IzTmXs,개강 후 혼밥러 - 조별 과제하고 불닭로제찜닭! 편,1370690,687,22587,2024-04-06T09:00:26Z,본 컨텐츠는 두찜의 지원을 받아 제작되었습니다! 오늘도 시청해주셔서 감사드립니다!♥ [총몇명 스튜디오] 총감독 : 총몇명 / 부감독 ...
TC_wLjD-ODE,(풀버전) 와.... 보고도 믿을 수 없는 몰입도 쩌는 2024년 신작 불닭 추천 [영화리뷰/결말포함],5826323,342,1502,2024-04-01T01:00:07Z,두찜 #두찜불닭로제찜닭 #블록버스터찜닭 “불닭버스터 영화의 신을 영접하라” 국가적 재난 블록버스터. 초대형 불닭과의 ...
OC7FroKlGYk,불닭볶음면 처음 먹어보고 정신 못차리는 강아지ㅋㅋㅋ,785468,2040,20563,2024-04-08T09:30:11Z,
Fe-dIrtCUE8,SUB)손절했던 친구랑 불닭볶음면 치킨 먹방!🍗🔥 불화설은 사실이었다.. Buldak &amp; Chicken Mukbang asmr BBQ 신메뉴 바사칸윙 치킨 먹방 꿀조합,627807,471,13141,2024-04-02T12:00:11Z,상윤쓰 인스타그램 : https://www.instagram.com/SANGYOONCE sangyoonce@gmail.com (비즈니스 메일함) #bbq #신메뉴 #바사 ...
LZBxaRUzltk,중국반응ㅣ불닭볶음면이 아니라 칠면조 국수라고?ㅣ카디비의 불닭볶음면 영상에 난리 난 중국인들,46350,185,-1,2024-04-26T03:15:02Z,채널에 가입하여 혜택을 누려보세요. https://www.youtube.com/channel/UCmDH7_qQUCjEy406-51F1lg/join 오늘은 영상에서 어떤 ...
xWvufhfKvro,"불닭로제찜닭 먹방, 두찜에서 새로나온 [불닭로제찜닭] 솔직한 후기!! 리얼사운드 ASMR / spicy rose Braised Spicy Chicken &amp;Shrimp Mukbang",235190,257,3636,2024-04-01T12:00:50Z,먹방#두찜먹방#불닭로제찜닭 안녕하세요! 배블리입니다~ 오늘은 저의 최애!! 두찜에서 신상메뉴가 나왔다는 소식을 듣고 후다닥 달려 ...
wK8R1fqbFX0,외국에서 유행하는 불닭라면 요리 #shorts,7050,0,50,2024-04-09T01:00:34Z,
feSLKQz5KK8,광기녀의 3일간 불닭 다이어트 (살 존나 빠짐),121796,150,1760,2024-04-14T11:00:32Z,insta : https://www.instagram.com/gwakbloodwater blog : https://blog.naver.com/gwakbloodwater mail : piplup1814@naver.com.
aVmfIC2YG80,초간단 불닭치즈밥,9614,3,450,2024-04-09T08:08:59Z,치즈밥 #불닭먹방.
ISq0cVXTMfw,요즘 유행하는 불닭볶음면(amazing buldak),6804,14,105,2024-04-28T09:02:40Z,asmr #cooking #koreanfood #buldak #noodle #요리 #먹방 #쿡방 #불닭볶음면 #불닭 #치즈불닭.
slrpRaVlEyM,까르보불닭 분모자 볶음면ㅋㅋㅋ,269624,166,6221,2024-04-10T13:10:54Z,라면 #맛있게먹는방법 #쇼츠 #shorts 안녕하세요 뭐먹소 행이 입니다 ~ 오늘은 까르보불닭 분모자 볶음면을 먹어보았습니다~ ^^ 항상 ...
e0rjBWMvzfk,불닭볶음면 + 짜파게티 + 너구리 = 불닭짜파구리 😍 3가지 다 합해서 10봉지 먹었습니다 ㅋㅋㅋ 진짜 .. 너무 맛있었어요 ❤ 만리 라면 먹방,169643,418,4895,2024-04-23T10:00:08Z,짜파구리 #불그리 #불닭게티 #만리 #라면 #먹방 ✨비즈니스메일 : manli@alohamedia.co.kr ✨인스타그램 : manlipig 안녕하세요 ...
h3vVWJLBtfQ,🇺🇸미국일상 | 🔥불닭볶음면 vs 미국남편🔥 혓바닥의 일탈 그리고 그 대가… | 맥모닝 도넛맛집 스팸김치볶음밥,18084,284,1289,2024-04-30T09:15:01Z,"미국일상 #먹방브이로그 #집밥브이로그 #국제부부 #국제가족 안녕하세요. 인디애나 주영이에요 즐겁게 영상 시청하시고 구독, ..."
_WC5dZvUKkU,불닭로제찜닭?!!🔥불닭X로제의 만남?? 왠지 꿀조합 일거 같은 두찜 신메뉴 먹방ㅣ찜닭 먹방 Buldak-Rosé steamed chicken JjimdakㅣReal Mukbang,284293,135,6072,2024-04-11T11:52:13Z,GOODzzi instagram :https://www.instagram.com/goodzzi._.v/ 여러분 ❤️ 오늘은 찜닭 준비했어요 ! 두찜 로제가 먹고싶어서 주문 ...
h_8trU0BJKo,꾸덕꾸덕 취향저격💘두찜 불닭로제찜닭 먹방! 두찜에 까르보불닭이라니 완전 내 스탈😭👍 REALSOUND MUKBANG | fire noodles jjimdak,245061,117,3910,2024-04-11T11:18:09Z,나도의 나도 먹을래   나도의 두번째 채널(Nado's second channel) ...
E0Rqw9vfO6c,바삭하고 육즙 가득한 자이언트 닭다리와 불닭볶음면 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),190021,148,3691,2024-04-14T12:00:18Z,오늘은 자이언트 닭다리와 불닭볶음면을 준비했어요~ 자이언트 닭다리는 겉이 바삭하고 속은 촉촉해요! 부드러운 닭다리살이 엄청 ...
1KKCmxwDcOY,"美서 불닭면 품귀, 뉴욕 한복판 &#39;기사식당&#39;…더 뜨거워진 &#39;K푸드 열풍&#39;",15409,48,205,2024-04-23T13:22:17Z,"미국 의 한 소녀가 우리나라 #라면 을 생일선물로 받고 기뻐하는 영상이 화젭니다. 갈수록 뜨거워지는 #K푸드 인기를 실감케 하는데요, ..."
g-AaiNMMfbY,#불닭게티 #짜파게티 #불닭볶음면 #소세지 #food #쇼츠 #cooking #치즈,24690,7,392,2024-04-24T14:32:09Z,
h86u-sdlKcI,침착하게 먹어도 개열받는 불닭로제찜닭,216330,785,7376,2024-04-30T08:00:16Z,두찜 #불닭로제찜닭 #외국인반응 #협찬 ▽두찜앱에서 주문시 다양한 이벤트와 할인 진행 중▽ https://twozzim.page.link/download ...
NqPgbaUtiSI,[필수시청] 30초만에 따라하는 불닭로제찜닭 주문법,3007054,23,252,2024-04-01T01:58:33Z,두찜 #두찜불닭로제찜닭 #블록버스터찜닭 “불닭버스터 영화의 신을 영접하라” 국가적 재난 블록버스터. 초대형 불닭과의 ...
ph-s-x4ExsY,공간춘,236632,197,2119,2024-04-15T12:54:50Z,
6Q181JIuKK8,SUB)매콤꾸덕 불닭볶음탕면에 바삭한 왕새우튀김 먹방! 새우카츠동까지 꿀조합 리얼사운드 Giant Shrimp Cutlets Mukbang Asmr,2600708,449,31918,2024-04-14T11:00:07Z,"각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너, CONTENTSFLY에서 제작 ..."
Yw4dLNA9_bM,How to Make Buldak Ramen with 3D pen / 3D펜으로 불닭볶음면 만들기,21048,36,1438,2024-04-27T06:40:19Z,3dpen #Ramen #3D펜 #라면 [3D펜으로 불닭볶음면 한 젓가락 모형 만들기] 안녕하세요 쓰도사입니다. 이번엔 저도 참 좋아하고 해외 ...
n38aPZDQmWg,치즈 쭈우우욱 불닭라면전,7160,1,114,2024-04-27T05:57:19Z,
yZyJvi1tHW8,치즈 듬뿍 얹은 꾸덕한 불닭볶음면 먹방🔥불닭에 그냥 치즈도 맛있는데 고급치즈💎REALSOUND MUKBANG | fire noodles with cheese :D,224982,111,4106,2024-04-03T10:51:36Z,나도의 나도 먹을래   나도의 두번째 채널(Nado's second channel) ...
fRY6wa8EArc,한국 라면 먹어보고 깜짝 놀란 외국인 반응! 멕시코 최고 유튜버 4200만 구독자,131827,237,1205,2024-04-19T08:45:02Z,외국인 #외국인반응 #한식 #한식반응 #먹방 #한국음식 #라면반응 #반응 #한국음식 반응 #외국인 소주 #외국인 라면 #외국인 불닭 ...
Tx0vZf4ihL4,맛이 궁금한 불닭레시피 #shorts,11771,1,93,2024-04-19T02:00:20Z,
68SZFAiDcGE,불닭 처음먹어본 미국남편 trying buldak for the first time! #불닭볶음면 #미국남편 #국제부부,511566,462,8708,2024-04-21T00:00:01Z,
TjtKnMqemGI,불닭 맛있게 먹는법 l 불닭 파스타❗ l  원팬 알리오올리오,22925,16,680,2024-04-23T12:30:31Z,오일 파스타 '원팬'으로 더욱 쉽고 간편하게 만들어 보세요! 마늘 향이 녹진 한 '알리오 올리오'에 불닭소스 한 스푼이면 매콤한 그 맛에 ...
g2vaLevHiWw,두찜 불닭로제찜닭 먹방과 내 여동생 친구가 알아본 썰,744594,1938,19710,2024-04-12T08:00:21Z,"'혜안X두찜' 배민 할인쿠폰 이벤트 ☆ ""두찜에서 구독자 이벤트로 3천원 할인쿠폰을 받아왔습니다 주문 레스기"" - 쿠폰 받는 법 : 배민 ..."
stXbQCgxj2I,까르보불닭 맛있게 먹는 법🔥,40336,5,683,2024-04-28T09:30:14Z,까르보불닭볶음면 #까르보불닭 #까르보불닭먹방.
