video_id,title,rating_view,rating_comments,rating_good,published_date,description
p0MnjVng0jk,지나가던 할머니가 너보다 잘먹겠다 #불닭볶음면 #푸파 #mrbeast #shorts,752509,349,11836,2023-04-04T06:46:20Z,
UFcC5c7pLBo,맵찔이 테스트🔥 편의점 불닭 메뉴 먹방,950149,238,23760,2023-04-15T08:30:08Z,
_pJwm45uIs4,불그리 레시피,3854637,458,59571,2023-04-10T13:00:34Z,"재료 : 불닭볶음면 , 너구리라면 레시피 1.물650ml 넣고 불닭 소스 1개 , 너구리 스프 반개 넣고 건더기 스프 넣어 주세요 2.끓기 시작 ..."
rZVDcLssEe8,"불닭 볶음밥, 팬 하나면 충분합니다",1483182,348,42355,2023-04-08T04:45:37Z,가끔은 저도 제가 무슨 말을 하는지 모르겠지만 괜찮아요.
kugirRcXhvI,닥밍 먹방 10탄 불닭볶음면 #윗유하우스,1486979,576,42654,2023-04-14T11:58:00Z,
Th84afHZ8XA,치즈 100장으로 불닭 라면사리 끓이기,11059632,6692,152601,2023-04-02T09:00:15Z,"치즈 100장에 라면을 끓일 수 있을까? [치즈 100장 불닭볶음탕] 1) 닭을 깨끗히 씻은 후, 기름을 살짝 두른 팬에 굽는다 2) 대창도 닭과 ..."
-bYEdbaclBg,불닭 없던 시절 군필자만 아는 레시피,5283752,2914,77910,2023-04-18T08:05:09Z,"이거 뭐라 불렀는지 이름은 기억안나네요. 준비물 : 공화춘, 간짬뽕, 빅팜, 참치 (개인적으론 고추참치 더 좋아함) 1. 공화춘은 설명서 ..."
HYjIK1CYOiA,안보면 후회하는 까르보 불닭볶음면 먹는법,732372,129,26940,2023-04-26T11:00:21Z,"안녕하세요 하루세끼에요~   불닭 리조또는 이렇게 먹어야 맵찔이도 먹을 수 있죠 흐흐 요리재료 - 까르보 불닭볶음면, 밥 200g, ..."
sEM3UOufBEE,SUB)뿌링클 수혈타임🌟 불닭볶음면에 뿌링클 치킨 치즈볼 핫도그 감자튀김까지 꿀조합 리얼사운드 Chicken &amp; Buldak Mukbang Asmr,3362437,456,45293,2023-04-25T11:00:37Z,"각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너, CONTENTSFLY에서 제작 ..."
L_qwpNPfp_8,"시험기간 편의점 먹방 (불닭볶음면, 핫바) | Convenience Store Mukbang | Animation ASMR",3364534,739,24931,2023-04-15T03:07:27Z,"오늘 편의점에서 까르보 불닭볶음면, 참치마요 삼각김밥, 핫바, 바나나 우유를 먹었어요. 남자친구 동충이는 핵불닭볶음면, 참치마요 ..."
7Sct1FTyGbk,불닭볶음면 20개🔥 챌린지 먹방 ft.만리 20 Cups Of Noodles Challenge SPICY Fire ramen Seafood Mukbang ASMR Ssoyoung,3491574,876,40404,2023-04-07T09:00:06Z,라면 #Ramyun #ASMR #Best #Recipe #Eatingsound #KoreanMukbang #ssoyoung 오늘도 쏘영이의 영상을 시청해주셔서 감사 ...
kgeuqezwK2s,불닭리조또 vs 까르보불닭리조또,91598,40,3665,2023-04-19T08:00:19Z,불닭리조또 #까르보불닭 #불닭볶음면.
djNhi8cQPYo,진짜 100% 불닭볶음면 레시피 해봅시다 이거먹으면 라면 못먹음 맛있게 매워요,27556,40,544,2023-04-19T10:30:45Z,불닭볶음면 #불닭비빔면 #불닭먹방 아하부장의 목천해물화짬뽕 가맹문의 홈페이지 : https://xn--392b08emxll3lb6a.com/ 아하팀장 ...
OOAdb-F4IFQ,치즈붉닭볶음면 VS 4가지치즈불닭볶음면 차이점?,9366,18,53,2023-04-23T11:00:21Z,치즈붉닭볶음면 (1600원) 4가지치즈불닭볶음면 (1600원) 구입한 곳은 gs25편의점입니다. ※ 궁금한 편의점 음식들 댓글로 남겨 ...
h4cuqojGKBo,불닭은 이제 이렇게 드세요!,595070,73,11833,2023-04-25T08:30:21Z,채널에 가입하여 혜택을 누려보세요. https://www.youtube.com/channel/UCWNgDGJiOBASPPnJ2Ax9TJQ/join 비즈니스메일 ...
Xm6h2H_dxO8,헬스장에서 불닭볶음면에 콘치즈 부어먹으면 얼마나 맛있게??🔥 | 라면먹방 MUCKBANG,77524,93,951,2023-04-09T09:00:31Z,헬스장에서 불닭볶음면 5봉지+콘치즈 비며먹으면 무슨맛이게??   진짜 먹방유튜버 리비님에게 배우는 매운 불닭볶음면 먹방     ...
HQ4Qp-viwsQ,"편의점 음식 먹방! (불닭볶음면,삼각김밥,연세우유크림빵) / 애니먹방 / Convenience store mukbang / Animation Mukbang / 슈야 / SHUYA",1792777,582,30478,2023-04-20T08:23:41Z,오늘은 슈야가 편의점에 놀러갔어요! 그런데 어디선가 맛있는 냄새가 나요 ❤️ 두근두근 불닭볶음면은 참을 수 없지! 거기에 덤 ...
K_9W2Ltb1js,Mukbang Fire Spicy Noodles 직접 만든 불닭볶음면 먹방 &amp; 레시피 EATING SOUND | HIU 하이유,1912666,178,8358,2023-04-13T07:01:18Z,채널에 가입하여 혜택을 누려보세요. https://www.youtube.com/channel/UCw-QmownJwilhTje10TYlIg/join 하이유와 함께 먹고 놀고 ...
GNURU2xXxHM,"대놓고 한글로 &#39;볶음면&#39;…&#39;라면 원조&#39; 일본 기업, 불닭 베꼈다 / SBS / 뉴스딱",21345,208,154,2023-04-11T23:12:37Z,라면 종주국 일본의 라면 회사들이 최근에는 한국의 유명 라면을 대놓고 베낀 제품들을 판매하고 있습니다. 특히 세계 최초로 인스턴트 ...
m60l_8JSkAE,49년동안 라면만 먹은 남자,3065323,2438,48047,2023-04-15T07:00:25Z,email - singidoctor@gmail.com.
5qOycC6_E-E,강력추천! 불닭볶음면 +?,185466,81,2741,2023-04-24T08:08:22Z,먹방 #불닭볶음면 #spicy #mukbang.
9SsXZOrA3qE,불닭쌈 불닭 팽이버섯 폼 미쳤다 🔥,491357,291,13833,2023-04-24T08:30:01Z,
V93AP2ddJuc,매움참기 with 불닭볶음면 #shorts,1966293,692,53588,2023-04-23T06:17:53Z,
kHdnLcr_NXM,불닭 치킨 #shorts #먹방 #요리,2698336,297,102282,2023-04-22T09:00:33Z,shorts #불닭 #불닭치킨.
nbt3Wjbj_mI,까르보불닭 5봉지 도전 먹방 갑니다 ! ! !  ASMR MUKBANG SPICY CARBO FIRE NOODLES challenge EATING SHOW,275353,126,5257,2023-04-27T14:30:16Z,까르보불닭먹방 #먹방 #asmr 안녕하세요 조해웅입니다압~~! 저의 영상을 시청해주셔서 정말 감사드립니다♡ 행복 터지세요♡♡♡ ...
v9ZPX0AqKuc,일본한테 빼앗겨버린 불닭볶음면 근황,2828859,1003,47238,2023-04-21T09:00:40Z,두맨 #shorts #닛신.
bpxAjQ225Ro,불닭볶음면 뿌링클 먹방 전메뉴 핫도그 치즈볼 소떡소떡 멘보샤 뿌링감자 치즈스틱 치킨먹방 korean mukbang eatingshow,1233836,252,13427,2023-04-14T12:15:07Z,불닭볶음면 뿌링클 먹방 전메뉴 핫도그 치즈볼 소떡소떡 멘보샤 뿌링감자 치즈스틱 치킨먹방 korean mukbang eatingshow □매주 일 ...
Ebwp8yEv_TM,비빔면 2개 먹는 여자,1684208,336,33851,2023-04-29T15:59:53Z,
BvN1x3LXcwA,일본에서만 한정으로 판매한다는 🔥야끼소바 불닭볶음면🔥! 한국인이 검증합니다(feat. 가라아게),196967,403,2582,2023-04-18T11:00:12Z,그냥 그렇다는 --------------------------------------------------------------------- 경원 인스타그램 ☞ woney2ny 재영 인스타그램 ☞ nowzero92 ...
f06mRvyVFIo,양파 하나만 넣어도 불닭볶음면은 더욱 새로워집니다,41088,70,806,2023-04-12T08:30:56Z,안녕하십니까 일하는 용형입니다 오늘은 지난번에 이어서 3대 라면 시리즈에 마지막인 양파 불닭볶음면 입니다!! 다른 메뉴와 다르게 ...
cxEuKcpeYaY,광고 아님) 불닭 종류가 이렇게나 많다구욥??,253900,157,6656,2023-04-26T08:28:16Z,
fiKsJtEr3o0,원칩챌린지를 불닭볶음면에 넣어서 먹고 5분버티기?!! 매운 먹방!! [ Paqui one chip Spicy mukbang ],47671,123,618,2023-04-11T09:39:07Z,[BJ마빡] * 2023.4 영상 입니다. #원칩 #불닭 #onechipchallenge #원칩챌린지 #음식 #먹방 #매운 Spicy #MUKBANG #BJ마빡 #마빡 ...
3EgXJQB-M94,불닭볶음면 말고 불닭파스타🔥 THIS IS KOREAN SPICY,778326,144,18713,2023-04-18T12:33:26Z,"불닭파스타✨ - 집에 있는 매운고추 아무거나 (베트남 고추, 페페로치노, 청양고추) 송송 썰어주세요 ( 저처럼 하면 정말 이세상 떠날 수 ..."
