video_id,title,rating_view,rating_comments,rating_good,published_date,description
E7D1pY6v1No,100 칼로리 다이어트 불닭볶음면 Weight Loss Mini Buldak Spicy Noodles,23040526,2210,710484,2023-07-09T14:50:20Z,불닭볶음면 #buldak #ramen #fyp #viral.
sy04-TsF_kc,SUB)꾸덕매콤 불닭볶음탕면에 바싹 구운 통대창 먹방! 라면 꿀조합 리얼사운드 Buldak Noodles &amp; Intestines Mukbang Asmr,4832403,690,50440,2023-07-06T11:00:44Z,"식이섬유 가득 미에로화이바 스파클링 제로! 제로슈거, 저칼로리로 청량하게 즐겨보아요   ..."
U5ImwuOXlqE,살안찌는 불닭볶음면 조합,1195377,656,26151,2023-07-18T09:30:06Z,shorts #불닭볶음면 #조합 #맥너겟 #라면 #먹방 #mukbang #spicynoodles #buldak #cheese 인스타: ...
XhKHj0HMfs4,최강 불닭볶음탕면 레시피를 찾아서,316603,379,5124,2023-07-30T11:27:07Z,안녕하세요!! 오늘은~ 댓글로 많은 분들이 요청 주셨던 불닭 볶음탕면 2봉지 먹방을 가지고 와봤습니다 하핫 조만간 또 사와서 다진 ...
7iit7_7-ixU,레전드 불닭볶음면 레시피 불닭 맛있게 먹기 #불닭볶음면 #레시피 #조진세,3394613,697,69439,2023-07-27T09:00:03Z,shorts #꿀조합 #추천 Music provided by 브금대통령 Track : Track : 사짜 - https://youtu.be/NV3ofuKlCAM.
7nlJ4Vw98Xc,불닭쌈 쿨타임 찼다,4358599,505,111815,2023-07-25T08:00:03Z,
GyDjba1fEPU,"불닭볶음면 야끼소바 등장!? 한혜진의 곡소리나는 고칼로리 편의점 먹방｜라면, 모찌롤, 멜론빵, 수플레 푸딩",743882,345,9736,2023-07-04T09:15:00Z,안녕하세요 여러분 한혜진입니다 :) 도쿄 콘텐츠 그 마지막.. 제작진들이 작정하고 편의점을 털고 아주 그냥 다양하게 먹였는데요 익숙 ...
JWqHFqxM5DA,조재원 죽음의 ASMR 44(死死)탄 [실비김치+불닭+엽떡] With. Spicy Food,1603614,1363,16522,2023-07-26T10:15:01Z,조재원 유튜브 구독!
WYQh0EIwOk8,ASMR MUKBANG 하이유의 직접 만든 불닭볶음면 불닭쌈 먹방 &amp; 레시피🔥Fire noodle Warps Buldak Rice Paper | HIU 하이유,819085,109,3613,2023-07-18T07:00:18Z,하이유의 불닭볶음면 8종 불닭쌈 먹방~! 과연 어떤 불닭볶음면 불닭쌈이 가장 맛있을까요? HIU's Buldak Spicy Fried Noodles 8 kinds ...
Pvll1Q5faIw,ASMR MUKBANG | 대파김치 만든 날 ☆ 돌아온 땡초 불닭볶음탕면 매운대파김치🔥 라죽 먹방 SPICY BULDAK RAMYUN &amp; HUGE GREEN ONION KIMCHI,2028270,258,25210,2023-07-02T13:00:14Z,ASMR MUKBANG | SPICY BULDAK RAMYUN (SPICY FIRE CHICKEN NOODLE SOUP) & HUGE GREEN ONION KIMCHI ...
YYL902v0Whs,월화수목금토일 먹고 싶은 콘치즈 불닭볶음면 Corn Cheese Buldak Ramen,11684421,889,441422,2023-07-16T13:08:21Z,불닭볶음면 #콘치즈 #라면 #buldak #spicynoodles #corncheese #cheesy #fyp #viral.
CPrU5MPtVOU,불닭볶음면을 처음 먹어본 일본인아내와 장인장모님의 반응이..?!(반전주의),122041,151,2694,2023-07-21T10:00:19Z,외국부모님 #불닭볶음면 #먹방 #국제커플 한국의 매운맛이 더 이상 강하지 않다고 하시는 일본 부모님에게... 불닭볶음면을 끓여 ...
CUy5VXh_ksg,"알로에 불닭소스, 치즈, 민트초코 뿌려먹기!?",6020624,1277,103383,2023-07-25T07:37:58Z,
PKtaKd2Lm5A,천국으로 가는 버튼 불닭볶음탕죽 먹방,354775,274,4424,2023-07-25T08:00:10Z,잘 먹었습니다:) 00:00 소개 00:19 만들기 06:04 먹기 #불닭볶음탕면 #먹방 ...
K_5V210Uu_Q,장구벌레에게 불닭소스 줘봤습니다 뜻밖의 반응이네요,175471,406,2013,2023-07-18T10:29:52Z,장구벌레#모기유충#불닭소스.
_k3Ng8tmXZg,불닭볶음탕면에 퐁당 빠진 발레리나 소세지 Ballerina Sausage Buldak Ramen,5969196,381,243529,2023-07-08T17:09:47Z,불닭볶음면 #불닭볶음탕면 #라이스페이퍼 #buldak #spicynoodles #ricepaper #fyp #viral.
svpYDD_VAG4,ASMR MUKBANG| 직접 만든 불닭 짜장 버섯 양념치킨 소세지 먹방 &amp; 레시피 FRIED CHICKEN AND FIRE NOODLES DONA 도나,25696693,1616,75236,2023-07-20T03:00:20Z,도나와 친구의 직접 만든 불닭 짜장 버섯 양념치킨 소세지 먹방 레시피 ~! Donna and friend Homemade Pride Chicken Noodle ...
8QRiqKaCoqM,불닭 볶음탕면(맛있어서 다시먹음ㅎㅎ),436926,153,5910,2023-07-08T11:23:57Z,불닭볶음탕면 #spicy.
2h2NerV4nmA,새로나온 불닭볶음면 4개 통대창 1kg 불닭 대창 먹방 korean spicy noodles mukbang eating show,103112,112,2365,2023-07-04T12:04:01Z,안녕하세요 비오는 날 통대창 제대로 튀겨서? 겉바속촉 대창 굽고 새로나온 할라피뇨 치즈 불닭볶음면 4개 끓였습니다. 바삭하고 육즙 ...
OXZQmck_Vj8,충격의 불닭쌈 떡볶이 Buldak Ssam Tteokbokki,7444480,697,285834,2023-07-01T15:16:33Z,불닭볶음면 #불닭쌈 #떡볶이 #buldak #spicynoodles #ramen #springroll #tteokbokki #fyp #viral.
0IKnV6vm56U,(여자)아이들((G)I-DLE) X Buldak - 플레이 불닭(Play Buldak) Official Music Video,60334857,1164,38044,2023-07-27T13:53:09Z,Let's play together with #BuldakDanceChallenge   TW https://vt.tiktok.com/ZSLH7T8P1/ KR https://vt.tiktok.com/ZSLH73DXJ/ JP ...
wvBIUV-z1jg,충격의 젤리 불닭쌈 Jelly Buldak Ramen Ssam,67536477,10882,1051307,2023-07-06T13:12:08Z,불닭볶음면 #하리보 #젤리 #buldak #spicynoodles #springroll #haribo #jelly #fyp #viral.
VgcJ_FqxClY,"ASMR 꼬소한 막창 돼지껍데기 불닭볶음면 파김치 리얼먹방 :) Pork entrails, pork rinds, spicy ramen MUKBANG",750278,336,10666,2023-07-05T09:59:40Z,이 영상은 착한막창 지원(광고)으로 제작되었습니다 ○ 착한막창 구매처 (네이버 스마트스토어) ...
U9U5sOc_kGw,화끈하네…!🔥순두부 불닭볶음탕면 &amp; 치즈돈까스🔥먹방 Buldak noodles &amp; Cheese pork cutlet / MUKBANG / ASMR / REALSOUND,12492,35,372,2023-07-16T09:00:30Z,"(설정에서 CC자막을 켜주세요!) 안녕하세요 여러분   오늘의 메뉴 순두부 불닭볶음탕면, 치즈돈까스 끝까지 즐겁게 시청해주시고 ..."
xpN0ZAO5eSc,[브이스포/키리누키]“불닭볶음면” 발음이 재일 잘하는 일본 사람은???[네코타 츠나/CPT/이치노세 우루라/시라나미 라무네/BobSappAim/메두사],6846,9,124,2023-07-21T09:00:43Z,2023/07/12 【VALORANT】CRカップスクリム２日目  【ぶいすぽ/白波らむね】 ...
UXslHxWoldQ,야끼소바 불닭볶음면 이렇게 2가지만 추가하세요!!(맛있게 먹는 법),1688,7,13,2023-07-24T09:00:17Z,"용트림제작소 안녕하세요:) '용트림제작소'입니다 *용트림제작소의 레시피* 준비물:야끼소바 불닭볶음면, 양배추, 마요네즈, 가쓰오 ..."
lcDM9agxK-o,ASMR YAKISOBA BULDAK FIRE NOODLES 야끼소바 불닭볶음면 먹방 MUKBANG EATING SOUNDS 咀嚼音 | ZOEY ASMR,478992,195,4308,2023-07-17T10:03:22Z,Today's menu : yakisoba bukdak fire noodles :) 오늘 메뉴는 야끼소바 불닭볶음면 입니다 :) Thank you for watching! Don't forget to ...
_OZMHsDvcwQ,까르보불닭,4274,29,86,2023-07-03T08:56:16Z,인스타그램 https://www.instagram.com/min_a70618/ ♡babybaby12312332@gmail.com Hi everyone! This is Min-a 여러분 안녕 ...
Po2vpfRzmjQ,불닭크림우동 만들기 l 크림소스 황금비율 알려드려요!,561,3,12,2023-07-23T06:04:17Z,불닭소스 활용 레시피 입니다 :) * 재료(1인분) 우동면 1인분 양파 1/3개 다진마늘 비엔나소세지 먹고싶은 만큼 동물성생크림 100ml ...
npDk9Wjr_Ko,홍초불닭 ㄱ나니? 2000년대 중반 매운 음식의 열풍을 불러 일으킨 매운불닭의 원조 (ft.누룽지탕),24535,36,351,2023-07-05T10:00:40Z,서울맛집 #가성비맛집 #신촌맛집 #홍초불닭 #shorts 상호명 : 홍초불닭 신촌본점 주소 : 서울 서대문구 연세로7안길 28-3 영상 재밌게 ...
7H2p2Z4X6xo,멕시코풍 불닭볶음면,11199,2,138,2023-07-01T01:00:02Z,불닭볶음면 #할라피뇨치즈불닭볶음면 #불닭볶음면큰컵 #buldak #buldakramen.
JkpPkQcdD-0,HIU 하이유 Animation | 불닭볶음면 TV속 음식 애니 먹방! Mukbang Fire Spicy Noodle Tteokbokki CVS eating show,124292,16,360,2023-07-08T07:00:06Z,"하이툰(하이유 애니메이션)과 함께 먹고 놀고 즐겨요♥ Let's eat, play and enjoy together with HITOON(HIU ANIMATION)♥ #하 ..."
jtadmY6MgGY,통대창 🔥 오징어 팽이버섯 불닭볶음면 먹방 레시피 Beef Intestines Daechang Squid Mushrooms Seafood Mukbang ASMR Ssoyoung,1078323,326,13504,2023-07-05T09:00:26Z,Spicy #Seafood #asmrsounds #Octopus #Grilled #Eatingsound #Ssoyoung #Mukbangasmr #쏘영 오늘도 쏘영이의 영상을 시청 ...
hZfCWaiLHWs,ASMR MUKBANG | 고스트 페퍼 대왕 가래떡 튀김 핫도그 불닭 블랙 음식 먹방 &amp; 레시피 FIRE Ghost Pepper Tteokbokki,1794774,268,13867,2023-07-01T13:15:04Z,오늘은 검은색 음식 먹방! 재밌게 봐주세요^^ 시오 구독하기   https://goo.gl/azcgUX 시오 인스타그램   ...
pNg1U-_2us4,ASMR MUKBANG | 직접 만든 치즈 불닭볶음면 양념치킨 김밥 치즈스틱 먹방 FRIED CHICKEN AND FIRE NOODLES,4283444,525,34947,2023-07-06T13:15:02Z,오늘은 맥도날드와 kfc 먹방! 오늘도 재밌게 봐주세요^^ 시오 구독하기   https://goo.gl/azcgUX 시오 인스타그램   ...
06NsfxZoBko,쮸빠삐한테 불닭 먹이고 가글시키깈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ #틱톡순삭#13doctorwhoo #shorts,38,0,0,2023-07-03T09:15:00Z,쮸빠삐한테 불닭 먹이고 가글시키깈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ #틱톡순삭.
DLIu31Jro8A,ASMR SPICY FIRE NOODLES FRIED DUMPLINGS 하바네로라임 불닭볶음면 군만두 먹방 MUKBANG EATING SOUNDS 咀嚼音 | ZOEY ASMR,135491,90,2299,2023-07-24T11:10:34Z,"Today's menu : spicy fire noodles, fried dumplings :) 오늘 메뉴는 하바네로 라임 불닭볶음면, 군만두 입니다 :) Thank you for ..."
4w85sPPmTyA,ASMR MUKBANG| 직접 만든 불닭볶음면 양념치킨 소세지 먹방 &amp; 레시피 FRIED CHICKEN AND FIRE NOODLES EATING,404,-1,-1,2023-07-07T15:45:13Z,ASMR MUKBANG| 직접 만든 불닭볶음면 양념치킨 소세지 먹방 & 레시피 FRIED CHICKEN AND FIRE NOODLES EATING.
ix2TLQrpews,Pizza Buldak Ssam #buldak #ramen #spicynoodles #pizza #fyp,127,0,7,2023-07-14T09:34:11Z,buldak #ramen #spicynoodles #pizza #fyp #viral #youtubeshorts #reels #iphone #iphone14pro #iphone14promax #iphone14 ...
3jSlfksmsSk,"하늘에 구멍 났어요?⚡️ 폭우 속 캠핑에 커피 한잔, 솔로캠핑, 불닭 까르보나라 만들어먹기",309343,328,4813,2023-07-15T11:30:07Z,우중캠핑 #휴대용에스프레소 #휴대용커피머신 4K 고화질 시청하세요 하우스그램 커피머신 링크 ...
vSxkON5R5nc,시골치매가족먹방엄마아들(가지덮밥&amp;eggplant rice bowl)요리 먹방 mukbang eating show,1228,20,54,2023-07-07T09:56:40Z,가지덮밥 #eggplant rice bowl #시골가족 #치매가족.
Eij6Htubc1g,시골치매가족먹방엄마아들(숙주 참치비빔밥&amp;Beef Tuna Bibimbap)요리 먹방 mukbang eating show,2278,9,82,2023-07-31T08:51:57Z,숙주 참치비빔밥 #Beef Tuna Bibimbap #시골가족 #치매가족 노래 No.9 Esther's Waltz 아티스트 Esther Abrami 앨범 No.9 Esther's ...
Qab5AI6sJKw,시골치매가족먹방엄마아들(낙지두부두루치기&amp;Octopus Tofu Rolling)요리 먹방 mukbang eating show,1578,12,68,2023-07-17T10:52:49Z,Octopus Tofu Rolling #낙지두부두루치기 #시골가족 #치매가족 음악 노래 No.9 Esther's Waltz 아티스트 Esther Abrami 앨범 No.9 ...
