video_id,title,rating_view,rating_comments,rating_good,published_date,description
WiYT61v1X60,"‘까르보불닭’ 선물에 &#39;울컥&#39;한 소녀…美 휩쓴 K-라면 열풍, 카디비도 못구해",21997,20,294,2024-05-03T03:55:51Z,(서울=뉴스1) 정희진 기자 = 생일 선물로 '까르보 불닭볶음면'을 받고 감격한 소녀의 영상이 화제를 모았습니다. K-푸드의 대표주자 ...
-y8xl3woO0A,&quot;라면계의 넥스트 레벨&quot;…미국은 지금 &#39;불닭 홀릭&#39; / SBS / 모아보는 뉴스,206593,436,1478,2024-05-15T05:15:00Z,00:00 [친절한 경제] 소녀 감격의 눈물 '펑펑'…열광적 사랑받은 이 한국 식품은 05:04 [친절한 경제] 뉴욕 100대 맛집에 한식당 7곳…
Qd_mtDKOS6I,"&#39;불닭면&#39; 받고 울음 터뜨린 미 소녀, 또 깜짝 선물 받았다 / SBS / 뉴스딱",22562,65,345,2024-05-14T23:12:37Z,"얼마 전 생일선물로 매운 불닭볶음면 5개를 받고 울어서 화제가 된 미국 소녀가 있었는데요, 이번에 또 깜짝 선물을 받았다고요?"
yCQTAwJZly0,불닭볶음면이 이끈 K-라면 열풍 | 뉴스A,4233,11,44,2024-05-19T11:15:54Z,"불닭볶음면이 이끈 K-라면 열풍 요즘 해외에선 우리 라면의 인기가 뜨겁습니다. 라면 먹방 영상이 수천만 조회수를 올리고, 유명 인사 ..."
bKP1uBkXhe8,"&#39;K-불닭&#39; 오열 소녀, 1천 개 더 받았다!",83057,423,1655,2024-05-14T09:13:05Z,미국 텍사스 혹시 이 소녀 기억하시나요? 생일 선물로 한국 라면을 받자 너무 좋아 눈물 터져버린 소녀 아달린 SNS에서 조회수 1억 회 ...
jD9dXe6GAD8,해외에서 난리 난 ‘불닭볶음면 열풍’... 농심 제치고 시가총액 1위된 삼양 근황 l포커스 아트페어 / 14F,91363,308,1643,2024-05-14T10:30:15Z,생일 선물로 까르보불닭을 받고 기쁨의 눈물을 흘렸던 한 소녀의 영상이 화제였죠. 해당 영상은 조회수 6200만 회(14일 기준)를 ...
MiTSemLXniI,불닭볶음면,671553,1722,8898,2024-05-02T07:00:08Z,스케치코미디 #웃고리즘 #머니트리 휴대폰 결제로 충전하고 다음달 통신비로 납부하는 연회비ZERO '머니트리카드' ↓↓신용점수에 ...
-xyU0IQY0a4,ASMR MUKBANG 직접 만든 대왕 가래떡 떡볶이 불닭볶음면 소세지 핫도그 먹방 &amp; 레시피 FIRE NOODLES AND Tteokbokki EATING SOUND!,1467183,0,5653,2024-05-18T08:56:13Z,
NsGzEi-dRGY,불닭 하나로 1위가 바뀐 라면업계 근황,37355,175,810,2024-05-13T09:00:16Z,승우아빠 #승빠 #라면 #불닭볶음면 승빠 생방채널 : https://bj.afreecatv.com/swab85 ☑️ Instagram ...
25a19kiriYk,3단계가 핵불닭정도? 13단계로 주세요,63028,48,1294,2024-05-14T11:00:02Z,아프리카tv 맵하니 방송국 https://bj.afreecatv.com/krpssamq 이메일 rpssamo@naver.com 각국어 번역 자막 제작 : 컨텐츠 제작의 ...
F6qRJlj-8FM,이게 진짜 치즈 불닭볶음면이지ㅋㅋㅋㅋㅋ,181528,548,3079,2024-05-07T07:00:08Z,채널에 가입하여 혜택을 누려보세요. https://www.youtube.com/channel/UCta_NRwnsUaew0t3VNxBNyg/join 김재원 방송 ...
JNxFzeb3coo,[자막뉴스] 韓 관광 와서 &#39;싹쓸이&#39;...편의점에 몰려온 외국인들 / YTN,1006804,1046,6594,2024-05-04T05:30:08Z,편의점 한쪽에 라면이 종류별로 진열돼있습니다. 매장을 찾는 손님의 90%는 외국인입니다. [레이첼 / 미국 국적 관광객 : 매워서 좋아 ...
Sb5d6zgYGHo,두찜이 불닭에 로제를 뿌린 까닭은?,559378,696,5786,2024-05-03T10:00:20Z,두찜의 뜨거운 신메뉴 '불닭로제찜닭' 두찜   앱에서 만나보세요!! 이벤트 바로가기: https://twozzim.wmpoplus.com/event/2772281 ...
dKFKPDDynWI,불닭 버거가 40년만에 드디어 나왔다고? 풀세트 먹었습니다,193253,203,3878,2024-05-17T08:00:19Z,흑백리뷰 #스케치코미디 #햄버거 불닭 칠리 햄버거 먹방 리뷰.
hnNYoGe2Pco,&quot;불닭볶음면 어메이징&quot; &#39;K-푸드&#39; 열풍 타고 국내 식품기업들 &#39;깜짝 실적&#39;｜지금 이 뉴스,1133,2,13,2024-05-14T07:22:03Z,해외에서 K-푸드가 인기를 끌면서 국내 식품기업들이 깜짝 실적을 내놓고 있습니다. 오늘 CJ제일제당은 1분기 영업이익이 지난해보다 ...
hBgq84Awya4,일본 불닭 광고 댓글 모음,5085,6,39,2024-05-02T14:17:29Z,
LHysL2zF07A,🐙#타코야끼 100개🐙때려넣은 #불닭볶음면🔥 / Buldak with 100 Takoyaki,106911,58,3667,2024-05-18T04:16:04Z,타코야끼 100개  때려넣은 #불닭볶음면   . #shorts #쇼츠 #먹방 #양푼이 #양푸니 #양푼 #불닭 #buldak #Takoyaki #たこやき ...
IQ8S33sAOU8,[자막] 마츠야 마이카 &quot;삼양 불닭볶음면&quot; l MATSUYA MAIKA,9121,50,167,2024-05-04T11:30:07Z,삼양 불닭볶음면 광고에 출연한 마츠야 마이카 영상입니다. 3월에 나온 광고인데 갑자기 알고리즘 뜸. 많은 시청 부탁드립니다.
TPCWYPX9tAc,"한국 며느리의 매운맛, 세계 시장도 ‘깜놀’ [이슈픽]  / KBS  2024.05.20.",204927,1206,1880,2024-05-20T09:39:28Z,"이어서 이슈픽입니다. 속을 확 풀어주는 한국인의 매운 맛, 라면의 기본 소양이죠. 라면만큼 우리를 살 찌운 소울 푸드가 또 있을까 ..."
qcSeMSg3xOI,ASMR 불닭볶음면에 고구마무스 올리면 어떨까요?🤔 불닭볶음면 치즈볼 리얼먹방 :) Buldak Spicy ramen a cheese ball MUKBANG,227986,259,6050,2024-05-03T10:00:56Z,안녕하세요아미입니다 저는 평균적으로 먹는 속도가 30분~1시간 입니다 영상을 10분~15분으로 만들다 보니 먹는 도중 음식이 ...
5p1nDrPxUDU,불닭 볶음면 6개월 동안 먹다 응급실행,1875,3,12,2024-05-01T01:33:14Z,워싱턴주의 한 여성이 불닭 볶음면을 6개월 동안 먹다가 신장 결석이 생겼다고 주장하고 있습니다. 틱토커로 활동하고 있는 24세의 ...
oEmQJahnJoA,생일날 불닭 선물에 오열한 소녀..한 달 뒤 또다시 눈물 흘린 이유는? #핫픽뉴스,1088,2,12,2024-05-17T08:36:04Z,생일에 불닭볶음면을 선물로 받은 한 소녀가 한 달 뒤 다시 한번 눈물을 흘린 이유는? 생일선물을 확인한 미국의 한 소녀가 믿을 수 ...
n9UPZB8rvq4,불닭볶음면을 반대로 만들면 어떻게 될까? #shorts,50669,141,1338,2024-05-12T13:00:47Z,이번 커뮤니티 투표에서 가장 많은 득표를 한 불닭볶음면을 반대로 만들어 봤습니다! 사실 어떻게 반대로 만들어야 할까? 라는 고민이 ...
SId-OFjcqKM,불닭볶음면 큰 일했네...삼양식품 &#39;역대급 주가&#39;/[+PICK]/한국경제TV뉴스,2108,1,34,2024-05-17T04:18:55Z,올 1분기 시장 예상을 훌쩍 넘은 호실적을 발표한 삼양식품의 주가가 증권가 강한 낙관까지 더해지며 결국 상한가를 기록했습니다.
d4PiPM2sxbk,Mukbang Fire Spicy Noodle Tteokbokki 불닭볶음면 떡볶이 TV 속 편의점 음식 먹방,729408,0,3104,2024-05-18T16:10:21Z,Mukbang Fire Spicy Noodle Tteokbokki 불닭볶음면 떡볶이 TV 속 편의점 음식 먹방.
zS3eNdWpQ3Y,불닭볶음면 소녀의 영상을 본 삼양,45580,82,1395,2024-05-14T09:16:44Z,
-LafpGvvR8w,소녀 감격의 눈물 &#39;펑펑&#39;…열광적 사랑받은 이 한국 식품은 / SBS / 친절한 경제,249564,432,2660,2024-05-13T00:44:40Z,"〈앵커〉 친절한 경제, 이번 주도 권애리 기자와 함께 합니다. 권 기자, 이번 주는 라면 소식으로 시작하네요. 라면이 이제 한국을 ..."
AXDU1_xL5QI,해외에서 난리난 까르보불닭이 결국 일 냈네요. 라면시장 대격변 먹방(10 Buldak Carbonara MUKBANG),135821,347,2025,2024-05-14T11:00:16Z,삼양 축하합니다. --------------------------------------------------------------------- 경원 인스타그램 ☞ woney2ny 재영 인스타그램 ☞ nowzero92 ...
xwgaFKeCegk,“불닭볶음면 이 또 다시 세계인들을 (피)땀눈물 흘리게 만들고 있다” 지난 10년간 전세계를 뒤집어 놓았던 불닭볶음면의 제2의 전성기가 시작된 이유,78582,209,4316,2024-05-19T11:28:32Z,불닭볶음면 이 또 다시 세계인들을 (피)땀눈물 흘리게 만들고 있다” 지난 10년간 전세계를 뒤집어 놓았던 불닭볶음면의 제2의 전성기 ...
DbzvgrPJY9w,일본여자의 생애 첫 불닭볶음면 체험기!,53279,692,3008,2024-05-08T11:00:17Z,J-POP 코스 - (월 8990원) 한자+문법+J-POP 코스 - (월 12000원) 일본어 강의 멤버쉽 가입링크 ...
