video_id,title,rating_view,rating_comments,rating_good,published_date,description
IGfab2cjY4k,까르보 불닭 리조또,2194174,453,64222,2023-06-18T12:00:20Z,더 강한 불닭리조또가 나왔다. #불닭리조또 #불닭볶음면 #불닭레시피 #불닭 #까르보불닭 #buldak #buldakrisotto.
yEHZ5QORy8M,불닭볶음면을 가장 완벽하게 만드는 법,10565661,2421,193928,2023-06-02T11:00:51Z,60계치킨 #크크크치킨.
tNQMFzUx2Rg,불닭볶음면의 숨겨진 비밀 #shorts,4259848,793,91018,2023-06-07T09:45:02Z,불닭볶음면의 숨겨진 비밀 #shorts #불닭볶음면 #먹방.
JnVu_haMWBc,까르보불닭 맛있게 먹기 전에 해야하는 일 #shorts,327478,130,5142,2023-06-26T08:18:54Z,인스타그램 https://www.instagram.com/min_a70618/ ♡babybaby12312332@gmail.com Hi everyone! This is Min-a 여러분 안녕 ...
AmRmkPpbmJw,불닭 제일 매운 단계 할라피뇨 불닭볶음면 딱 한 봉지 속성 먹방,2683976,492,66949,2023-06-17T08:12:30Z,mukbang #asmr #food #먹방브이로그 #먹방 #할라피뇨불닭볶음면.
SYan5RNcRBY,"하루 동안 불닭만 10,000칼로리 먹기!! 불닭 음식 다 먹어봤다!! 매운맛 대폭발!!!",772051,760,5194,2023-06-12T09:00:26Z,늦기 전에 효도합시다!! 좋아요와 구독은 박씨집안에게 큰 힘이 됩니다. ʚ♡⃛ɞ 딸내미 유진 인스타그램 ...
jJZLEzWeef4,불닭 팽이버섯 30배 맛있게 먹는 법,2808103,624,64250,2023-06-06T08:30:20Z,
UarTQAGp1bs,맵찔이 뚜지의 첫 불닭볶음면 도전?!?! 일본판과 한국판 어떤게 더 매울까요? 비교해서 먹어봤어요!!! 가족일상 브이로그 | 뚜아뚜지TV,99773,423,1407,2023-06-03T23:00:09Z,불닭볶음면 #먹방 #라면 뚜아뚜지 인스타그램 : https://www.instagram.com/sua_suji 뚜아뚜지TV는 가족이 함께하는 패밀리채널 ...
LbtehYnn2No,"ASMR 불닭볶음면 타코야끼 이 조합 찬성일세😆👍🏻 리얼먹방 :) Buldak stir-fried noodles, Takokayki MUKBANG",1141192,480,15384,2023-06-23T10:00:26Z,안녕하세요아미입니다 저는 평균적으로 먹는 속도가 30분~1시간 입니다 영상을 10분~15분으로 만들다 보니 먹는 도중 음식이 ...
TYhehCCXuAM,불닭소스 30인분으로 생면파스타 뽑기,3238373,1388,31557,2023-06-11T12:15:01Z,불닭 노른자장으로 반죽한 생면 [불닭 생면 파스타] 1) 불닭소스에 계란 노른자를 30개 넣는다 2) 하룻동안 노른자를 숙성한다 3) ...
r3Y_oMrpEQY,불닭볶음면 국물버전 5년의 기다림은 헛되지 않았쥬?,944068,210,22726,2023-06-15T11:00:39Z,흑백리뷰 #스케치코미디 #shorts 불닭볶음탕면 리뷰.
Hyb5tZTsR-o,신제품 할라피뇨 치즈불닭볶음면을 조심해야 되는 이유 #shorts,891871,173,17407,2023-06-16T14:07:12Z,집가락 정품 구매하는 곳 홍사운드몰 https://hongsound.shop/ 네이버 ...
IWL7REiGKV8,살 빠지는 불닭 크림 리조또,327224,68,14013,2023-06-21T14:00:55Z,다이어트식단 #다이어트레시피 #다이어터 #koreandiet #다이어트 #오트밀죽 #불닭소스 #리조또 #유지어터 #koreanfoodlover ...
dct9uBpiFMA,1분에 불닭라면 800개씩…&quot;올해 매출 1조&quot;/한국경제TV뉴스,7873,16,108,2023-06-22T10:29:11Z,삼양식품의 매운라면 '붉닭시리즈'가 누적 판매량 46억 개를 돌파했습니다. 삼양식품은 K-라면의 전진기지인 밀양공장의 가동률을 ...
I5thepUWbiE,한국 불닭볶음면 vs 일본 볶음면 비교 먹방,1149509,420,11911,2023-06-27T10:00:14Z,관련 영상 •한국과자와 일본과자 비교하기 (with 공혁준): https://youtu.be/jnJ88ye1rYs ▷관련 재생목록 •침착맨의 식욕저하 다이어트 ...
CjcZxN3QXa8,불닭볶음탕면은 무조건 이거랑 드세요,1565361,288,34180,2023-06-30T08:00:06Z,간장계란밥 #먹방.
ijBM34XjcWM,불닭볶음면 신제품 불닭볶음탕면 5년만에 돌아왔다,430074,459,5181,2023-06-05T08:00:29Z,흑백리뷰 #스케치코미디 #라면 불닭볶음탕면 먹방.
